k_experts,n_experts,manifold_type,variant_idx,k_i,d_i,r2_n1,r2_n2,r2_n3,best_expert,mse,effective_l0,dead_experts
2,48,helix,0,3,1,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,helix,1,3,1,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,helix,2,3,1,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,helix,3,3,1,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,helix,4,3,1,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,helix,5,3,1,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,flat_disk,0,2,2,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,flat_disk,1,2,2,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,flat_disk,2,2,2,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,flat_disk,3,2,2,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,flat_disk,4,2,2,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,flat_disk,5,2,2,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,segment,0,1,1,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,segment,1,1,1,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,segment,2,1,1,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,segment,3,1,1,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,segment,4,1,1,0.0,0.0,0.0,0,1.377466,2.0,2
2,48,segment,5,1,1,0.0,0.0,0.0,0,1.377466,2.0,2
4,48,circle,0,2,1,0.992747,0.919667,0.700428,16,0.165385,4.0,4
4,48,circle,1,2,1,0.969372,0.895007,0.671914,33,0.165385,4.0,4
4,48,circle,2,2,1,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,circle,3,2,1,0.852681,0.780562,0.564196,31,0.165385,4.0,4
4,48,circle,4,2,1,0.968197,0.896325,0.6807,9,0.165385,4.0,4
4,48,circle,5,2,1,0.986255,0.913613,0.695685,34,0.165385,4.0,4
4,48,sphere,0,3,2,0.622294,0.553802,0.348334,20,0.165385,4.0,4
4,48,sphere,1,3,2,0.999777,0.929676,0.719375,27,0.165385,4.0,4
4,48,sphere,2,3,2,0.999756,0.927076,0.709042,23,0.165385,4.0,4
4,48,sphere,3,3,2,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,sphere,4,3,2,0.99951,0.927072,0.709753,24,0.165385,4.0,4
4,48,sphere,5,3,2,0.999753,0.929142,0.717309,19,0.165385,4.0,4
4,48,torus,0,3,2,0.906437,0.83537,0.622177,28,0.165385,4.0,4
4,48,torus,1,3,2,0.775554,0.844991,0.52037,15,0.165385,4.0,4
4,48,torus,2,3,2,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,torus,3,3,2,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,torus,4,3,2,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,torus,5,3,2,0.720827,0.647849,0.428918,22,0.165385,4.0,4
4,48,mobius,0,3,2,0.987293,-0.034862,-3.066463,0,0.165385,4.0,4
4,48,mobius,1,3,2,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,mobius,2,3,2,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,mobius,3,3,2,0.948382,0.876723,0.661746,29,0.165385,4.0,4
4,48,mobius,4,3,2,0.977563,0.903505,0.681345,5,0.165385,4.0,4
4,48,mobius,5,3,2,0.95996,0.885799,0.663322,41,0.165385,4.0,4
4,48,swiss_roll,0,3,2,0.905632,0.836081,0.627417,47,0.165385,4.0,4
4,48,swiss_roll,1,3,2,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,swiss_roll,2,3,2,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,swiss_roll,3,3,2,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,swiss_roll,4,3,2,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,swiss_roll,5,3,2,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,helix,0,3,1,0.9997,0.928962,0.716745,43,0.165385,4.0,4
4,48,helix,1,3,1,0.42454,0.356349,0.151776,21,0.165385,4.0,4
4,48,helix,2,3,1,0.99963,0.929458,0.718941,13,0.165385,4.0,4
4,48,helix,3,3,1,0.951051,0.879558,0.665081,18,0.165385,4.0,4
4,48,helix,4,3,1,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,helix,5,3,1,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,flat_disk,0,2,2,0.901526,0.830045,0.615597,11,0.165385,4.0,4
4,48,flat_disk,1,2,2,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,flat_disk,2,2,2,0.954257,0.883352,0.670634,1,0.165385,4.0,4
4,48,flat_disk,3,2,2,0.940155,0.867139,0.648094,12,0.165385,4.0,4
4,48,flat_disk,4,2,2,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,flat_disk,5,2,2,0.936414,0.862836,0.642104,39,0.165385,4.0,4
4,48,segment,0,1,1,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,segment,1,1,1,0.922502,0.8518,0.639682,17,0.165385,4.0,4
4,48,segment,2,1,1,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,segment,3,1,1,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,segment,4,1,1,0.0,0.0,0.0,0,0.165385,4.0,4
4,48,segment,5,1,1,0.0,0.0,0.0,0,0.165385,4.0,4
6,48,circle,0,2,1,-0.056628,-0.125127,-0.210683,42,0.317346,6.0,0
6,48,circle,1,2,1,-0.056628,-0.120677,-0.207287,42,0.317346,6.0,0
6,48,circle,2,2,1,0.942209,0.914824,0.864124,38,0.317346,6.0,0
6,48,circle,3,2,1,-0.0581,-0.120377,-0.2047,42,0.317346,6.0,0
6,48,circle,4,2,1,0.958604,0.907038,0.849431,0,0.317346,6.0,0
6,48,circle,5,2,1,-0.050025,-0.110189,-0.199053,42,0.317346,6.0,0
6,48,sphere,0,3,2,0.612848,0.560167,0.503396,40,0.317346,6.0,0
6,48,sphere,1,3,2,0.610555,0.555618,0.4911,24,0.317346,6.0,0
6,48,sphere,2,3,2,-0.053326,-0.11512,-0.20359,42,0.317346,6.0,0
6,48,sphere,3,3,2,0.617401,0.564689,0.505512,3,0.317346,6.0,0
6,48,sphere,4,3,2,0.985744,0.937023,0.879099,39,0.317346,6.0,0
6,48,sphere,5,3,2,0.603546,0.549154,0.486843,18,0.317346,6.0,0
6,48,torus,0,3,2,-0.051668,-0.111251,0.217594,42,0.317346,6.0,0
6,48,torus,1,3,2,-0.052402,-0.118279,-0.206269,42,0.317346,6.0,0
6,48,torus,2,3,2,-0.054201,-0.118806,-0.204103,42,0.317346,6.0,0
6,48,torus,3,3,2,-0.032213,-0.087356,-0.173243,42,0.317346,6.0,0
6,48,torus,4,3,2,-0.053847,-0.116295,-0.204048,42,0.317346,6.0,0
6,48,torus,5,3,2,-0.05639,-0.120034,-0.206686,42,0.317346,6.0,0
6,48,mobius,0,3,2,-0.05682,-0.122517,-0.210424,42,0.317346,6.0,0
6,48,mobius,1,3,2,-0.059665,-0.127916,-0.216338,42,0.317346,6.0,0
6,48,mobius,2,3,2,-0.055577,-0.119644,-0.203691,42,0.317346,6.0,0
6,48,mobius,3,3,2,-0.049749,-0.109756,-0.195746,42,0.317346,6.0,0
6,48,mobius,4,3,2,0.90268,0.859209,0.807665,35,0.317346,6.0,0
6,48,mobius,5,3,2,0.973209,0.921814,0.860303,45,0.317346,6.0,0
6,48,swiss_roll,0,3,2,0.902888,0.847682,0.780748,13,0.317346,6.0,0
6,48,swiss_roll,1,3,2,-0.058294,-0.120047,-0.20846,42,0.317346,6.0,0
6,48,swiss_roll,2,3,2,-0.056777,-0.121567,-0.209605,42,0.317346,6.0,0
6,48,swiss_roll,3,3,2,0.222886,0.312385,0.22132,27,0.317346,6.0,0
6,48,swiss_roll,4,3,2,-0.056199,-0.121937,-0.209539,42,0.317346,6.0,0
6,48,swiss_roll,5,3,2,-0.039332,-0.092404,-0.18245,42,0.317346,6.0,0
6,48,helix,0,3,1,0.836092,0.804271,0.753958,20,0.317346,6.0,0
6,48,helix,1,3,1,0.454107,0.400588,0.326585,12,0.317346,6.0,0
6,48,helix,2,3,1,-0.056442,-0.123626,-0.210919,42,0.317346,6.0,0
6,48,helix,3,3,1,-0.053448,-0.119934,-0.211192,42,0.317346,6.0,0
6,48,helix,4,3,1,-0.052754,-0.111728,-0.198478,42,0.317346,6.0,0
6,48,helix,5,3,1,-0.004172,-0.035626,-0.122253,42,0.317346,6.0,0
6,48,flat_disk,0,2,2,-0.05454,-0.11649,-0.203113,42,0.317346,6.0,0
6,48,flat_disk,1,2,2,0.442794,0.403181,0.315163,42,0.317346,6.0,0
6,48,flat_disk,2,2,2,-0.057939,-0.119374,-0.205857,42,0.317346,6.0,0
6,48,flat_disk,3,2,2,0.41919,0.383882,0.297789,27,0.317346,6.0,0
6,48,flat_disk,4,2,2,0.893346,0.874473,0.837262,16,0.317346,6.0,0
6,48,flat_disk,5,2,2,0.938914,0.885393,0.831054,30,0.317346,6.0,0
6,48,segment,0,1,1,-0.055903,-0.145665,-0.235098,42,0.317346,6.0,0
6,48,segment,1,1,1,-0.054419,-0.117422,-0.203283,42,0.317346,6.0,0
6,48,segment,2,1,1,-0.057152,-0.122223,-0.210542,42,0.317346,6.0,0
6,48,segment,3,1,1,-0.057605,-0.124988,-0.214508,42,0.317346,6.0,0
6,48,segment,4,1,1,-0.054464,-0.119626,-0.209181,42,0.317346,6.0,0
6,48,segment,5,1,1,-0.057572,-0.130333,-0.218276,42,0.317346,6.0,0
8,48,circle,0,2,1,0.429899,0.857389,0.848428,1,0.029707,8.0,0
8,48,circle,1,2,1,0.434988,0.851254,0.847325,18,0.029707,8.0,0
8,48,circle,2,2,1,0.446313,0.881557,0.872434,31,0.029707,8.0,0
8,48,circle,3,2,1,0.437011,0.87224,0.862823,17,0.029707,8.0,0
8,48,circle,4,2,1,0.403545,0.798309,0.788699,4,0.029707,8.0,0
8,48,circle,5,2,1,0.965882,0.953426,0.939167,34,0.029707,8.0,0
8,48,sphere,0,3,2,0.634555,0.920674,0.912244,29,0.029707,8.0,0
8,48,sphere,1,3,2,0.6391,0.93689,0.926523,36,0.029707,8.0,0
8,48,sphere,2,3,2,0.643075,0.927766,0.916754,0,0.029707,8.0,0
8,48,sphere,3,3,2,0.988369,0.980469,0.970735,45,0.029707,8.0,0
8,48,sphere,4,3,2,0.626239,0.914188,0.907634,22,0.029707,8.0,0
8,48,sphere,5,3,2,0.287739,0.567502,0.846472,36,0.029707,8.0,0
8,48,torus,0,3,2,0.414251,0.823651,0.814031,17,0.029707,8.0,0
8,48,torus,1,3,2,-0.01421,-0.031378,-0.096883,46,0.029707,8.0,0
8,48,torus,2,3,2,0.401932,0.80355,0.830446,47,0.029707,8.0,0
8,48,torus,3,3,2,0.391655,0.650025,0.637599,2,0.029707,8.0,0
8,48,torus,4,3,2,0.425405,0.850216,0.859742,34,0.029707,8.0,0
8,48,torus,5,3,2,0.246588,0.234387,0.2169,1,0.029707,8.0,0
8,48,mobius,0,3,2,0.470584,0.897219,0.885626,27,0.029707,8.0,0
8,48,mobius,1,3,2,0.469424,0.840216,0.828724,44,0.029707,8.0,0
8,48,mobius,2,3,2,0.954087,0.948915,0.931803,21,0.029707,8.0,0
8,48,mobius,3,3,2,0.430436,0.420209,0.403544,42,0.029707,8.0,0
8,48,mobius,4,3,2,0.411756,0.816534,0.81023,12,0.029707,8.0,0
8,48,mobius,5,3,2,0.391696,0.379929,0.362795,42,0.029707,8.0,0
8,48,swiss_roll,0,3,2,0.348292,0.335744,0.317391,16,0.029707,8.0,0
8,48,swiss_roll,1,3,2,0.299697,0.286972,0.269035,11,0.029707,8.0,0
8,48,swiss_roll,2,3,2,-0.013166,-0.026395,-0.08945,46,0.029707,8.0,0
8,48,swiss_roll,3,3,2,0.416521,0.84813,0.8362,33,0.029707,8.0,0
8,48,swiss_roll,4,3,2,0.39145,0.417727,0.419963,9,0.029707,8.0,0
8,48,swiss_roll,5,3,2,0.903454,0.940801,0.926194,6,0.029707,8.0,0
8,48,helix,0,3,1,0.5198,0.510977,0.497994,31,0.029707,8.0,0
8,48,helix,1,3,1,0.137362,0.125912,0.111276,24,0.029707,8.0,0
8,48,helix,2,3,1,0.771795,0.7615,0.746589,23,0.029707,8.0,0
8,48,helix,3,3,1,0.33075,0.31938,0.302732,13,0.029707,8.0,0
8,48,helix,4,3,1,0.306802,0.291038,0.273493,15,0.029707,8.0,0
8,48,helix,5,3,1,-0.015427,-0.033961,-0.096274,40,0.029707,8.0,0
8,48,flat_disk,0,2,2,0.453484,0.881901,0.871326,2,0.029707,8.0,0
8,48,flat_disk,1,2,2,0.962898,0.952467,0.937665,12,0.029707,8.0,0
8,48,flat_disk,2,2,2,0.402016,0.79741,0.791388,5,0.029707,8.0,0
8,48,flat_disk,3,2,2,0.438078,0.866565,0.85539,7,0.029707,8.0,0
8,48,flat_disk,4,2,2,0.415919,0.817952,0.813257,35,0.029707,8.0,0
8,48,flat_disk,5,2,2,0.459617,0.880926,0.86916,33,0.029707,8.0,0
8,48,segment,0,1,1,0.89397,0.885272,0.874115,3,0.029707,8.0,0
8,48,segment,1,1,1,0.919901,0.918473,0.909042,5,0.029707,8.0,0
8,48,segment,2,1,1,0.93406,0.921844,0.904773,4,0.029707,8.0,0
8,48,segment,3,1,1,0.925552,0.914262,0.901406,25,0.029707,8.0,0
8,48,segment,4,1,1,0.941772,0.929828,0.912952,11,0.029707,8.0,0
8,48,segment,5,1,1,0.891668,0.886251,0.878765,3,0.029707,8.0,0
12,48,circle,0,2,1,0.42471,0.826054,0.82598,32,0.002544,12.0,1
12,48,circle,1,2,1,0.430077,0.858676,0.858597,21,0.002544,12.0,1
12,48,circle,2,2,1,0.435967,0.859539,0.859541,34,0.002544,12.0,1
12,48,circle,3,2,1,0.432488,0.599653,0.734169,21,0.002544,12.0,1
12,48,circle,4,2,1,0.431532,0.595659,0.729647,32,0.002544,12.0,1
12,48,circle,5,2,1,0.438704,0.86263,0.862673,34,0.002544,12.0,1
12,48,sphere,0,3,2,0.637363,0.92484,0.924834,18,0.002544,12.0,1
12,48,sphere,1,3,2,0.992061,0.992043,0.983218,14,0.002544,12.0,1
12,48,sphere,2,3,2,0.286082,0.569215,0.845249,23,0.002544,12.0,1
12,48,sphere,3,3,2,0.291123,0.569273,0.832547,9,0.002544,12.0,1
12,48,sphere,4,3,2,0.641302,0.947772,0.947828,0,0.002544,12.0,1
12,48,sphere,5,3,2,0.303387,0.586577,0.868523,29,0.002544,12.0,1
12,48,torus,0,3,2,0.915928,0.915923,0.904493,40,0.002544,12.0,1
12,48,torus,1,3,2,0.362075,0.652437,0.793297,34,0.002544,12.0,1
12,48,torus,2,3,2,0.408599,0.782896,0.865324,37,0.002544,12.0,1
12,48,torus,3,3,2,0.390491,0.663531,0.845984,43,0.002544,12.0,1
12,48,torus,4,3,2,0.350128,0.70087,0.767825,40,0.002544,12.0,1
12,48,torus,5,3,2,0.778211,0.953431,0.953425,6,0.002544,12.0,1
12,48,mobius,0,3,2,0.432191,0.850436,0.855993,4,0.002544,12.0,1
12,48,mobius,1,3,2,0.445316,0.879398,0.879315,17,0.002544,12.0,1
12,48,mobius,2,3,2,0.446133,0.876223,0.877112,5,0.002544,12.0,1
12,48,mobius,3,3,2,0.438274,0.859658,0.859702,17,0.002544,12.0,1
12,48,mobius,4,3,2,0.405737,0.80552,0.806103,2,0.002544,12.0,1
12,48,mobius,5,3,2,0.204759,0.417229,0.516493,11,0.002544,12.0,1
12,48,swiss_roll,0,3,2,0.594656,0.96036,0.960263,45,0.002544,12.0,1
12,48,swiss_roll,1,3,2,0.414978,0.885856,0.886026,6,0.002544,12.0,1
12,48,swiss_roll,2,3,2,0.499216,0.858715,0.877136,32,0.002544,12.0,1
12,48,swiss_roll,3,3,2,0.914844,0.914784,0.906812,4,0.002544,12.0,1
12,48,swiss_roll,4,3,2,0.456007,0.810403,0.810382,25,0.002544,12.0,1
12,48,swiss_roll,5,3,2,0.864426,0.916431,0.916414,3,0.002544,12.0,1
12,48,helix,0,3,1,0.388391,0.746828,0.748406,47,0.002544,12.0,1
12,48,helix,1,3,1,0.549492,0.615226,0.717173,9,0.002544,12.0,1
12,48,helix,2,3,1,0.51473,0.927809,0.927765,37,0.002544,12.0,1
12,48,helix,3,3,1,0.57957,0.739053,0.887144,20,0.002544,12.0,1
12,48,helix,4,3,1,0.583688,0.77004,0.879616,26,0.002544,12.0,1
12,48,helix,5,3,1,0.194292,0.505458,0.648934,11,0.002544,12.0,1
12,48,flat_disk,0,2,2,0.432504,0.861266,0.86115,35,0.002544,12.0,1
12,48,flat_disk,1,2,2,0.959179,0.959126,0.950396,1,0.002544,12.0,1
12,48,flat_disk,2,2,2,0.437493,0.865779,0.868458,5,0.002544,12.0,1
12,48,flat_disk,3,2,2,0.439505,0.640154,0.78816,43,0.002544,12.0,1
12,48,flat_disk,4,2,2,0.948897,0.948904,0.944163,20,0.002544,12.0,1
12,48,flat_disk,5,2,2,0.446719,0.882178,0.882135,30,0.002544,12.0,1
12,48,segment,0,1,1,0.371842,0.816331,0.816371,22,0.002544,12.0,1
12,48,segment,1,1,1,0.897308,0.897204,0.8921,11,0.002544,12.0,1
12,48,segment,2,1,1,0.993655,0.993524,0.982701,28,0.002544,12.0,1
12,48,segment,3,1,1,0.997931,0.997918,0.985221,46,0.002544,12.0,1
12,48,segment,4,1,1,0.93016,0.930076,0.923687,15,0.002544,12.0,1
12,48,segment,5,1,1,0.9355,0.935478,0.922371,3,0.002544,12.0,1
16,48,circle,0,2,1,0.46023,0.729484,0.734166,1,0.002269,16.0,0
16,48,circle,1,2,1,0.509626,0.852463,0.852663,31,0.002269,16.0,0
16,48,circle,2,2,1,0.318354,0.520733,0.566198,4,0.002269,16.0,0
16,48,circle,3,2,1,0.438511,0.824504,0.824492,8,0.002269,16.0,0
16,48,circle,4,2,1,0.406434,0.636728,0.736039,0,0.002269,16.0,0
16,48,circle,5,2,1,0.395732,0.533543,0.577676,21,0.002269,16.0,0
16,48,sphere,0,3,2,0.275712,0.369655,0.464585,10,0.002269,16.0,0
16,48,sphere,1,3,2,0.296086,0.519782,0.565803,23,0.002269,16.0,0
16,48,sphere,2,3,2,0.292842,0.573056,0.795563,39,0.002269,16.0,0
16,48,sphere,3,3,2,0.639972,0.951143,0.952062,18,0.002269,16.0,0
16,48,sphere,4,3,2,0.995968,0.995967,0.995865,36,0.002269,16.0,0
16,48,sphere,5,3,2,0.310297,0.609526,0.893637,45,0.002269,16.0,0
16,48,torus,0,3,2,0.330893,0.683044,0.690541,34,0.002269,16.0,0
16,48,torus,1,3,2,0.159233,0.285901,0.381694,34,0.002269,16.0,0
16,48,torus,2,3,2,0.379067,0.75696,0.846077,25,0.002269,16.0,0
16,48,torus,3,3,2,0.35282,0.693549,0.856954,42,0.002269,16.0,0
16,48,torus,4,3,2,0.330908,0.580057,0.60382,38,0.002269,16.0,0
16,48,torus,5,3,2,0.365999,0.689216,0.856537,8,0.002269,16.0,0
16,48,mobius,0,3,2,0.43935,0.87639,0.876389,25,0.002269,16.0,0
16,48,mobius,1,3,2,0.422241,0.727605,0.736795,35,0.002269,16.0,0
16,48,mobius,2,3,2,0.468078,0.704087,0.766647,5,0.002269,16.0,0
16,48,mobius,3,3,2,0.207262,0.279634,0.348737,20,0.002269,16.0,0
16,48,mobius,4,3,2,0.330398,0.59022,0.63056,20,0.002269,16.0,0
16,48,mobius,5,3,2,0.420125,0.568988,0.63733,33,0.002269,16.0,0
16,48,swiss_roll,0,3,2,0.992919,0.992952,0.99294,43,0.002269,16.0,0
16,48,swiss_roll,1,3,2,0.292502,0.413503,0.488539,46,0.002269,16.0,0
16,48,swiss_roll,2,3,2,0.506468,0.845807,0.845842,32,0.002269,16.0,0
16,48,swiss_roll,3,3,2,0.423175,0.818078,0.818175,4,0.002269,16.0,0
16,48,swiss_roll,4,3,2,0.444269,0.824208,0.824209,37,0.002269,16.0,0
16,48,swiss_roll,5,3,2,0.33416,0.46749,0.507336,38,0.002269,16.0,0
16,48,helix,0,3,1,0.38742,0.769362,0.857858,2,0.002269,16.0,0
16,48,helix,1,3,1,0.393896,0.671797,0.88256,25,0.002269,16.0,0
16,48,helix,2,3,1,0.509854,0.712101,0.875269,37,0.002269,16.0,0
16,48,helix,3,3,1,0.575377,0.89034,0.890481,46,0.002269,16.0,0
16,48,helix,4,3,1,0.626157,0.910464,0.910468,6,0.002269,16.0,0
16,48,helix,5,3,1,0.566349,0.871857,0.871848,30,0.002269,16.0,0
16,48,flat_disk,0,2,2,0.44314,0.877337,0.877595,8,0.002269,16.0,0
16,48,flat_disk,1,2,2,0.637461,0.839078,0.839085,3,0.002269,16.0,0
16,48,flat_disk,2,2,2,0.463,0.884415,0.884436,5,0.002269,16.0,0
16,48,flat_disk,3,2,2,0.430845,0.571227,0.64285,32,0.002269,16.0,0
16,48,flat_disk,4,2,2,0.846148,0.846141,0.846091,35,0.002269,16.0,0
16,48,flat_disk,5,2,2,0.444903,0.705226,0.777163,10,0.002269,16.0,0
16,48,segment,0,1,1,0.87974,0.879717,0.879547,30,0.002269,16.0,0
16,48,segment,1,1,1,0.897592,0.897581,0.897521,30,0.002269,16.0,0
16,48,segment,2,1,1,0.989395,0.990262,0.990273,28,0.002269,16.0,0
16,48,segment,3,1,1,0.934086,0.934325,0.934326,46,0.002269,16.0,0
16,48,segment,4,1,1,0.936786,0.936777,0.936652,6,0.002269,16.0,0
16,48,segment,5,1,1,0.932246,0.933068,0.933079,38,0.002269,16.0,0
