k_experts,n_experts,manifold_type,variant_idx,k_i,d_i,r2_n1,r2_n2,r2_n3,best_expert,mse,effective_l0,dead_experts
2,42,segment,5,1,1,0.0,0.0,0.0,0,18.524957,2.0,5
4,42,circle,0,2,1,0.97159,0.97159,0.97159,9,1.311136,4.0,1
4,42,circle,1,2,1,0.960916,0.960837,0.960601,35,1.311136,4.0,1
4,42,circle,2,2,1,0.973043,0.973043,0.973043,24,1.311136,4.0,1
4,42,circle,3,2,1,-1.334021,-1.334021,-1.334021,21,1.311136,4.0,1
4,42,circle,4,2,1,0.974624,0.974624,0.974624,37,1.311136,4.0,1
4,42,circle,5,2,1,0.970193,0.970193,0.970193,36,1.311136,4.0,1
4,42,sphere,0,3,2,0.639237,0.639237,0.639237,5,1.311136,4.0,1
4,42,sphere,1,3,2,0.646208,0.646208,0.646208,26,1.311136,4.0,1
4,42,sphere,2,3,2,-0.773735,-0.773735,-0.773735,3,1.311136,4.0,1
4,42,sphere,3,3,2,0.639288,0.639288,0.639288,17,1.311136,4.0,1
4,42,sphere,4,3,2,-0.719403,-0.719403,-0.719403,30,1.311136,4.0,1
4,42,sphere,5,3,2,0.640861,0.640861,0.640861,40,1.311136,4.0,1
4,42,mobius,0,3,2,-1.166779,-1.166852,-1.167083,21,1.311136,4.0,1
4,42,mobius,1,3,2,-0.439494,-0.439494,-0.439494,29,1.311136,4.0,1
4,42,mobius,2,3,2,0.960765,0.960765,0.960765,15,1.311136,4.0,1
4,42,mobius,3,3,2,0.953884,0.953884,0.953884,33,1.311136,4.0,1
4,42,mobius,4,3,2,-0.627282,-0.627282,-0.627282,11,1.311136,4.0,1
4,42,mobius,5,3,2,-0.452806,-0.452806,-0.452806,29,1.311136,4.0,1
4,42,swiss_roll,0,3,2,0.956686,0.956686,0.956686,38,1.311136,4.0,1
4,42,swiss_roll,1,3,2,0.953173,0.953173,0.953173,19,1.311136,4.0,1
4,42,swiss_roll,2,3,2,-0.312688,-0.312688,-0.312688,11,1.311136,4.0,1
4,42,swiss_roll,3,3,2,-0.540233,-0.540233,-0.540233,28,1.311136,4.0,1
4,42,swiss_roll,4,3,2,-0.440678,-0.440678,-0.440678,4,1.311136,4.0,1
4,42,swiss_roll,5,3,2,-0.708694,-0.708694,-0.708694,32,1.311136,4.0,1
4,42,helix,0,3,1,-0.53279,-0.53279,-0.53279,4,1.311136,4.0,1
4,42,helix,1,3,1,0.763655,0.763655,0.763655,34,1.311136,4.0,1
4,42,helix,2,3,1,0.799942,0.799942,0.799942,31,1.311136,4.0,1
4,42,helix,3,3,1,-1.325814,-1.325814,-1.325814,13,1.311136,4.0,1
4,42,helix,4,3,1,0.870163,0.870163,0.870163,20,1.311136,4.0,1
4,42,helix,5,3,1,0.016755,0.016755,0.016755,3,1.311136,4.0,1
4,42,flat_disk,0,2,2,0.969598,0.969598,0.969598,2,1.311136,4.0,1
4,42,flat_disk,1,2,2,-1.30043,-1.30043,-1.30043,13,1.311136,4.0,1
4,42,flat_disk,2,2,2,-0.282156,-0.282156,-0.282156,28,1.311136,4.0,1
4,42,flat_disk,3,2,2,0.176455,0.176455,0.176455,16,1.311136,4.0,1
4,42,flat_disk,4,2,2,-0.315918,-0.315918,-0.315918,30,1.311136,4.0,1
4,42,flat_disk,5,2,2,0.972516,0.972516,0.972516,1,1.311136,4.0,1
4,42,segment,0,1,1,-1.22806,-1.227921,-1.227941,21,1.311136,4.0,1
4,42,segment,1,1,1,-1.164493,-1.164585,-1.164836,13,1.311136,4.0,1
4,42,segment,2,1,1,0.914247,0.914247,0.914247,8,1.311136,4.0,1
4,42,segment,3,1,1,0.915782,0.915782,0.915782,27,1.311136,4.0,1
4,42,segment,4,1,1,0.256823,0.256823,0.256823,23,1.311136,4.0,1
4,42,segment,5,1,1,0.210758,0.210758,0.210758,32,1.311136,4.0,1
6,42,circle,0,2,1,-0.055941,-1.280101,-4.950292,9,0.243385,6.0,0
6,42,circle,1,2,1,0.032607,-1.222891,-4.989926,35,0.243385,6.0,0
6,42,circle,2,2,1,0.993124,-0.23416,-3.915951,14,0.243385,6.0,0
6,42,circle,3,2,1,-0.043773,-1.311212,-5.12777,20,0.243385,6.0,0
6,42,circle,4,2,1,0.994314,-0.248016,-3.973769,37,0.243385,6.0,0
6,42,circle,5,2,1,0.991712,-0.259946,-4.013241,36,0.243385,6.0,0
6,42,sphere,0,3,2,0.525647,0.622989,-0.374961,29,0.243385,6.0,0
6,42,sphere,1,3,2,-0.135135,-1.386057,-5.130187,26,0.243385,6.0,0
6,42,sphere,2,3,2,0.507313,0.286966,-1.014289,39,0.243385,6.0,0
6,42,sphere,3,3,2,0.602391,0.542222,-0.685232,17,0.243385,6.0,0
6,42,sphere,4,3,2,-0.563565,-1.809705,-5.54434,30,0.243385,6.0,0
6,42,sphere,5,3,2,0.659062,-0.607116,-4.408427,40,0.243385,6.0,0
6,42,mobius,0,3,2,0.347022,-0.679762,-1.915284,4,0.243385,6.0,0
6,42,mobius,1,3,2,-0.026003,-1.250321,-4.922982,12,0.243385,6.0,0
6,42,mobius,2,3,2,0.361879,-0.923009,-4.780121,15,0.243385,6.0,0
6,42,mobius,3,3,2,0.974409,-0.29606,-4.106574,33,0.243385,6.0,0
6,42,mobius,4,3,2,-0.099015,-1.325774,-5.007208,11,0.243385,6.0,0
6,42,mobius,5,3,2,-0.535394,-1.787862,-5.55512,9,0.243385,6.0,0
6,42,swiss_roll,0,3,2,-0.574952,-1.847579,-5.67415,41,0.243385,6.0,0
6,42,swiss_roll,1,3,2,0.976927,-0.258083,-3.962984,8,0.243385,6.0,0
6,42,swiss_roll,2,3,2,-0.620201,-1.862588,-5.587023,11,0.243385,6.0,0
6,42,swiss_roll,3,3,2,-0.038535,-1.272251,-4.976771,23,0.243385,6.0,0
6,42,swiss_roll,4,3,2,-0.068717,-1.36298,-5.250282,13,0.243385,6.0,0
6,42,swiss_roll,5,3,2,0.950241,-0.367977,-4.322232,32,0.243385,6.0,0
6,42,helix,0,3,1,0.230802,-0.377802,-1.676597,19,0.243385,6.0,0
6,42,helix,1,3,1,-0.599059,-1.854565,-5.624217,3,0.243385,6.0,0
6,42,helix,2,3,1,0.818329,-0.466563,-4.320994,31,0.243385,6.0,0
6,42,helix,3,3,1,-0.534438,-1.794318,-5.578238,35,0.243385,6.0,0
6,42,helix,4,3,1,-0.552541,-1.794501,-5.540716,20,0.243385,6.0,0
6,42,helix,5,3,1,-0.510219,-2.729688,-6.658406,0,0.243385,6.0,0
6,42,flat_disk,0,2,2,0.80455,0.314053,-0.97825,2,0.243385,6.0,0
6,42,flat_disk,1,2,2,0.993413,-0.26771,-4.049421,18,0.243385,6.0,0
6,42,flat_disk,2,2,2,-0.012756,-1.27418,-5.056375,28,0.243385,6.0,0
6,42,flat_disk,3,2,2,0.863718,0.290464,-0.948667,21,0.243385,6.0,0
6,42,flat_disk,4,2,2,-0.603269,-1.851105,-5.590699,13,0.243385,6.0,0
6,42,flat_disk,5,2,2,0.837024,0.808918,-0.442904,1,0.243385,6.0,0
6,42,segment,0,1,1,0.459522,-2.153698,-7.839662,0,0.243385,6.0,0
6,42,segment,1,1,1,-0.339211,-1.56824,-5.248589,12,0.243385,6.0,0
6,42,segment,2,1,1,0.882754,-0.414926,-4.305047,38,0.243385,6.0,0
6,42,segment,3,1,1,0.458419,-0.789353,-4.540973,3,0.243385,6.0,0
6,42,segment,4,1,1,-1.094535,-2.355768,-6.136383,5,0.243385,6.0,0
6,42,segment,5,1,1,0.957498,-0.297052,-4.060581,27,0.243385,6.0,0
8,42,circle,0,2,1,0.213517,0.122451,-0.266138,16,0.083719,8.0,0
8,42,circle,1,2,1,0.112004,-0.335125,-1.634339,35,0.083719,8.0,0
8,42,circle,2,2,1,0.993862,-0.303601,-4.196734,14,0.083719,8.0,0
8,42,circle,3,2,1,-0.120109,-0.207785,-1.526706,20,0.083719,8.0,0
8,42,circle,4,2,1,0.31482,0.110787,-1.182866,37,0.083719,8.0,0
8,42,circle,5,2,1,0.991794,-0.30823,-4.206273,36,0.083719,8.0,0
8,42,sphere,0,3,2,0.446115,0.670727,-0.575981,6,0.083719,8.0,0
8,42,sphere,1,3,2,0.077578,-0.115959,-0.269822,16,0.083719,8.0,0
8,42,sphere,2,3,2,0.426658,-0.024145,-0.637154,2,0.083719,8.0,0
8,42,sphere,3,3,2,0.233781,0.316253,0.322317,24,0.083719,8.0,0
8,42,sphere,4,3,2,0.189203,0.322559,-0.317382,30,0.083719,8.0,0
8,42,sphere,5,3,2,0.661472,0.714638,-0.597703,40,0.083719,8.0,0
8,42,mobius,0,3,2,0.215063,-0.00365,-0.295709,21,0.083719,8.0,0
8,42,mobius,1,3,2,0.255569,-0.150869,-0.595464,16,0.083719,8.0,0
8,42,mobius,2,3,2,-0.015306,0.313097,-1.030332,15,0.083719,8.0,0
8,42,mobius,3,3,2,0.976069,-0.35292,-4.339851,33,0.083719,8.0,0
8,42,mobius,4,3,2,0.63949,0.466519,-0.818627,4,0.083719,8.0,0
8,42,mobius,5,3,2,-0.276207,-0.514726,-1.799299,9,0.083719,8.0,0
8,42,swiss_roll,0,3,2,0.879084,0.315911,-1.020555,22,0.083719,8.0,0
8,42,swiss_roll,1,3,2,0.976611,-0.315684,-4.191835,10,0.083719,8.0,0
8,42,swiss_roll,2,3,2,0.261997,0.247498,-0.474815,6,0.083719,8.0,0
8,42,swiss_roll,3,3,2,0.419334,0.184141,-1.11026,39,0.083719,8.0,0
8,42,swiss_roll,4,3,2,0.886827,0.448053,-0.837458,25,0.083719,8.0,0
8,42,swiss_roll,5,3,2,0.17735,0.407724,-0.970563,32,0.083719,8.0,0
8,42,helix,0,3,1,0.093167,-0.140797,-1.496586,19,0.083719,8.0,0
8,42,helix,1,3,1,0.50206,-0.029863,-1.34783,7,0.083719,8.0,0
8,42,helix,2,3,1,0.424119,0.843336,-0.504542,31,0.083719,8.0,0
8,42,helix,3,3,1,-0.026824,-0.728148,-0.657951,7,0.083719,8.0,0
8,42,helix,4,3,1,0.195445,0.613725,0.09701,21,0.083719,8.0,0
8,42,helix,5,3,1,0.29611,-0.322491,-1.085232,8,0.083719,8.0,0
8,42,flat_disk,0,2,2,0.99633,-0.344157,-4.365635,29,0.083719,8.0,0
8,42,flat_disk,1,2,2,0.407311,0.818523,-0.495904,18,0.083719,8.0,0
8,42,flat_disk,2,2,2,-0.131235,-0.598058,-1.915888,28,0.083719,8.0,0
8,42,flat_disk,3,2,2,0.237456,0.261512,-1.04757,21,0.083719,8.0,0
8,42,flat_disk,4,2,2,0.99424,-0.308218,-4.21421,13,0.083719,8.0,0
8,42,flat_disk,5,2,2,0.505693,0.836294,-0.478065,1,0.083719,8.0,0
8,42,segment,0,1,1,0.408431,-2.355147,-8.290732,0,0.083719,8.0,0
8,42,segment,1,1,1,0.426236,-0.850582,-4.684392,12,0.083719,8.0,0
8,42,segment,2,1,1,0.307268,-0.110454,-1.382075,8,0.083719,8.0,0
8,42,segment,3,1,1,0.397691,-0.917421,-4.861588,3,0.083719,8.0,0
8,42,segment,4,1,1,0.046234,-0.158899,-0.92072,37,0.083719,8.0,0
8,42,segment,5,1,1,0.611185,0.355312,-0.939384,27,0.083719,8.0,0
12,42,circle,0,2,1,-0.005855,-0.359488,-0.73853,2,0.066216,12.0,0
12,42,circle,1,2,1,-0.046276,-0.416143,-0.946435,35,0.066216,12.0,0
12,42,circle,2,2,1,0.965506,0.174349,-0.401159,14,0.066216,12.0,0
12,42,circle,3,2,1,0.071438,0.005194,-0.767531,26,0.066216,12.0,0
12,42,circle,4,2,1,-0.021502,-0.282856,-1.025713,38,0.066216,12.0,0
12,42,circle,5,2,1,-0.105101,-0.722466,-1.449896,36,0.066216,12.0,0
12,42,sphere,0,3,2,0.579755,0.139862,-0.442674,17,0.066216,12.0,0
12,42,sphere,1,3,2,0.510212,0.38223,-0.218919,27,0.066216,12.0,0
12,42,sphere,2,3,2,-0.189294,-0.682936,-1.333275,18,0.066216,12.0,0
12,42,sphere,3,3,2,-0.131595,0.08774,-0.020955,32,0.066216,12.0,0
12,42,sphere,4,3,2,-0.29849,-0.513451,-0.563369,30,0.066216,12.0,0
12,42,sphere,5,3,2,0.675518,0.697173,-0.09729,40,0.066216,12.0,0
12,42,mobius,0,3,2,-0.07539,-0.344839,-0.481176,26,0.066216,12.0,0
12,42,mobius,1,3,2,-0.115505,0.184614,-0.547601,16,0.066216,12.0,0
12,42,mobius,2,3,2,0.726526,0.377586,-0.420797,24,0.066216,12.0,0
12,42,mobius,3,3,2,0.975655,0.197545,-0.377759,33,0.066216,12.0,0
12,42,mobius,4,3,2,-0.110686,-0.23008,-0.578132,35,0.066216,12.0,0
12,42,mobius,5,3,2,0.080475,-0.119734,-0.582466,24,0.066216,12.0,0
12,42,swiss_roll,0,3,2,0.270694,0.276541,-0.265463,41,0.066216,12.0,0
12,42,swiss_roll,1,3,2,0.819113,0.019994,-0.786054,10,0.066216,12.0,0
12,42,swiss_roll,2,3,2,0.968149,0.171708,-0.407937,39,0.066216,12.0,0
12,42,swiss_roll,3,3,2,0.575167,0.314902,-0.486064,13,0.066216,12.0,0
12,42,swiss_roll,4,3,2,-0.130383,-0.610231,-1.230062,15,0.066216,12.0,0
12,42,swiss_roll,5,3,2,0.337177,0.037207,-0.605967,32,0.066216,12.0,0
12,42,helix,0,3,1,-0.373037,-0.856547,-1.437933,19,0.066216,12.0,0
12,42,helix,1,3,1,-0.163914,-0.296005,-0.490769,37,0.066216,12.0,0
12,42,helix,2,3,1,0.11826,0.44356,-0.085394,31,0.066216,12.0,0
12,42,helix,3,3,1,0.241759,0.057672,-0.228981,35,0.066216,12.0,0
12,42,helix,4,3,1,-0.465441,-0.861719,-1.328514,0,0.066216,12.0,0
12,42,helix,5,3,1,-0.08647,-0.385864,-0.814473,7,0.066216,12.0,0
12,42,flat_disk,0,2,2,0.995082,0.216073,-0.357342,29,0.066216,12.0,0
12,42,flat_disk,1,2,2,-0.339033,-0.759733,-0.963801,3,0.066216,12.0,0
12,42,flat_disk,2,2,2,0.003021,-0.188053,-0.625788,13,0.066216,12.0,0
12,42,flat_disk,3,2,2,0.592459,0.319902,-0.475167,21,0.066216,12.0,0
12,42,flat_disk,4,2,2,-0.499004,-1.130959,-1.762249,19,0.066216,12.0,0
12,42,flat_disk,5,2,2,0.993571,0.193612,-0.405824,1,0.066216,12.0,0
12,42,segment,0,1,1,0.762054,-0.020969,-0.585732,22,0.066216,12.0,0
12,42,segment,1,1,1,0.496255,-0.272187,-1.115233,12,0.066216,12.0,0
12,42,segment,2,1,1,-0.289998,-0.499615,-1.292477,22,0.066216,12.0,0
12,42,segment,3,1,1,0.909718,0.116278,-0.456805,3,0.066216,12.0,0
12,42,segment,4,1,1,0.449038,0.03159,-0.422258,26,0.066216,12.0,0
12,42,segment,5,1,1,0.330002,-0.167487,-0.900418,9,0.066216,12.0,0
16,42,circle,0,2,1,0.191579,-0.002108,-0.838213,2,0.059186,16.0,0
16,42,circle,1,2,1,-0.113677,-0.283704,-0.693177,29,0.059186,16.0,0
16,42,circle,2,2,1,0.890709,0.242935,-0.579959,14,0.059186,16.0,0
16,42,circle,3,2,1,0.185339,0.136906,-0.419517,26,0.059186,16.0,0
16,42,circle,4,2,1,-0.381892,-0.691352,-0.990157,28,0.059186,16.0,0
16,42,circle,5,2,1,-0.24186,-0.388178,-1.158233,19,0.059186,16.0,0
16,42,sphere,0,3,2,-0.103445,-0.630554,-1.174057,15,0.059186,16.0,0
16,42,sphere,1,3,2,0.596479,0.124277,-0.478899,27,0.059186,16.0,0
16,42,sphere,2,3,2,-0.337622,-0.726722,-0.996941,15,0.059186,16.0,0
16,42,sphere,3,3,2,0.381426,0.231042,-0.131675,7,0.059186,16.0,0
16,42,sphere,4,3,2,-0.095392,-0.315563,-0.590263,30,0.059186,16.0,0
16,42,sphere,5,3,2,0.543117,0.370081,-0.389234,40,0.059186,16.0,0
16,42,mobius,0,3,2,0.185769,0.07245,-0.437181,26,0.059186,16.0,0
16,42,mobius,1,3,2,-0.100962,-0.341953,-0.60559,16,0.059186,16.0,0
16,42,mobius,2,3,2,0.431938,-0.05983,-0.581237,24,0.059186,16.0,0
16,42,mobius,3,3,2,0.272378,0.023774,-0.324028,33,0.059186,16.0,0
16,42,mobius,4,3,2,-0.002161,-0.404324,-1.008623,35,0.059186,16.0,0
16,42,mobius,5,3,2,-0.483054,-0.949477,-1.512908,36,0.059186,16.0,0
16,42,swiss_roll,0,3,2,0.040695,-0.686967,-1.515799,41,0.059186,16.0,0
16,42,swiss_roll,1,3,2,0.23666,-0.122124,-0.964622,10,0.059186,16.0,0
16,42,swiss_roll,2,3,2,0.121817,-0.24201,-0.590112,39,0.059186,16.0,0
16,42,swiss_roll,3,3,2,0.254379,-0.294279,-0.78379,13,0.059186,16.0,0
16,42,swiss_roll,4,3,2,-0.350373,-0.75932,-1.504795,32,0.059186,16.0,0
16,42,swiss_roll,5,3,2,-0.084386,-0.410455,-0.947203,13,0.059186,16.0,0
16,42,helix,0,3,1,0.667787,0.213844,-0.302264,6,0.059186,16.0,0
16,42,helix,1,3,1,-0.337684,-0.708645,-0.952447,15,0.059186,16.0,0
16,42,helix,2,3,1,-0.32572,-0.693041,-1.14128,15,0.059186,16.0,0
16,42,helix,3,3,1,0.417456,0.137445,-0.18815,38,0.059186,16.0,0
16,42,helix,4,3,1,0.69966,0.357819,-0.462448,17,0.059186,16.0,0
16,42,helix,5,3,1,-0.364864,-0.790027,-1.224533,28,0.059186,16.0,0
16,42,flat_disk,0,2,2,0.268977,0.332924,0.053707,7,0.059186,16.0,0
16,42,flat_disk,1,2,2,0.065408,-0.080584,-0.832508,18,0.059186,16.0,0
16,42,flat_disk,2,2,2,-0.266202,-0.544733,-1.314104,3,0.059186,16.0,0
16,42,flat_disk,3,2,2,-0.382503,-0.624086,-0.723507,13,0.059186,16.0,0
16,42,flat_disk,4,2,2,-0.138791,-0.146422,-0.558,26,0.059186,16.0,0
16,42,flat_disk,5,2,2,0.873931,0.64217,-0.193413,1,0.059186,16.0,0
16,42,segment,0,1,1,-0.262837,-0.518736,-1.145125,0,0.059186,16.0,0
16,42,segment,1,1,1,0.254892,-0.547629,-1.432163,38,0.059186,16.0,0
16,42,segment,2,1,1,-0.369706,-1.015124,-1.689612,8,0.059186,16.0,0
16,42,segment,3,1,1,0.479217,0.076309,-0.754531,3,0.059186,16.0,0
16,42,segment,4,1,1,-0.455478,-1.000945,-1.300475,21,0.059186,16.0,0
16,42,segment,5,1,1,-0.022688,-0.441654,-1.054837,13,0.059186,16.0,0
