k_experts,n_experts,manifold_type,variant_idx,k_i,d_i,r2_n1,r2_n2,r2_n3,best_expert,mse,effective_l0,dead_experts
4,42,circle,2,2,1,-0.089158,-0.181749,-0.274686,11,0.846092,4.0,0
4,42,circle,3,2,1,0.010159,-0.077807,-0.167912,23,0.846092,4.0,0
4,42,circle,4,2,1,-0.069539,-0.151161,-0.244943,37,0.846092,4.0,0
4,42,circle,5,2,1,-0.007993,-0.087256,-0.176045,36,0.846092,4.0,0
4,42,sphere,0,3,2,-0.082924,-0.167707,-0.259234,10,0.846092,4.0,0
4,42,sphere,1,3,2,0.041922,-0.050997,-0.144879,16,0.846092,4.0,0
4,42,sphere,2,3,2,-0.038368,-0.125939,-0.216882,29,0.846092,4.0,0
4,42,sphere,3,3,2,-0.061916,-0.139843,-0.224492,38,0.846092,4.0,0
4,42,sphere,4,3,2,-0.057051,-0.141429,-0.235171,13,0.846092,4.0,0
4,42,sphere,5,3,2,-0.08654,-0.176238,-0.266198,13,0.846092,4.0,0
4,42,mobius,0,3,2,-0.056899,-0.142088,-0.234006,10,0.846092,4.0,0
4,42,mobius,1,3,2,-0.083521,-0.167694,-0.253707,11,0.846092,4.0,0
4,42,mobius,2,3,2,-0.038306,-0.125901,-0.215747,15,0.846092,4.0,0
4,42,mobius,3,3,2,-0.0533,-0.144188,-0.23884,11,0.846092,4.0,0
4,42,mobius,4,3,2,0.056836,-0.03521,-0.1307,24,0.846092,4.0,0
4,42,mobius,5,3,2,-0.046229,-0.134269,-0.224736,17,0.846092,4.0,0
4,42,swiss_roll,0,3,2,0.223526,0.141526,0.052072,3,0.846092,4.0,0
4,42,swiss_roll,1,3,2,0.120162,0.084967,0.021774,37,0.846092,4.0,0
4,42,swiss_roll,2,3,2,-0.073957,-0.165187,-0.257881,26,0.846092,4.0,0
4,42,swiss_roll,3,3,2,-0.083117,-0.174655,-0.269129,17,0.846092,4.0,0
4,42,swiss_roll,4,3,2,-0.063464,-0.151961,-0.242745,8,0.846092,4.0,0
4,42,swiss_roll,5,3,2,-0.070678,-0.156615,-0.246736,32,0.846092,4.0,0
4,42,helix,0,3,1,-0.084921,-0.172726,-0.261714,13,0.846092,4.0,0
4,42,helix,1,3,1,-0.084971,-0.174553,-0.264709,17,0.846092,4.0,0
4,42,helix,2,3,1,-0.086317,-0.173809,-0.265063,11,0.846092,4.0,0
4,42,helix,3,3,1,-0.05091,-0.125963,-0.213425,35,0.846092,4.0,0
4,42,helix,4,3,1,-0.063466,-0.14114,-0.218194,20,0.846092,4.0,0
4,42,helix,5,3,1,-0.052698,-0.126944,-0.208538,8,0.846092,4.0,0
4,42,flat_disk,0,2,2,0.021203,-0.070438,-0.163738,40,0.846092,4.0,0
4,42,flat_disk,1,2,2,-0.010186,-0.084139,-0.170732,18,0.846092,4.0,0
4,42,flat_disk,2,2,2,-0.063629,-0.155917,-0.251246,34,0.846092,4.0,0
4,42,flat_disk,3,2,2,-0.08761,-0.176917,-0.268695,17,0.846092,4.0,0
4,42,flat_disk,4,2,2,-0.088637,-0.178123,-0.26928,17,0.846092,4.0,0
4,42,flat_disk,5,2,2,0.024908,-0.064674,-0.155395,33,0.846092,4.0,0
4,42,segment,0,1,1,0.049713,0.080267,0.007932,12,0.846092,4.0,0
4,42,segment,1,1,1,-0.087438,-0.175198,-0.263313,13,0.846092,4.0,0
4,42,segment,2,1,1,0.09094,0.152363,0.07685,39,0.846092,4.0,0
4,42,segment,3,1,1,-0.006438,-0.018834,-0.093969,40,0.846092,4.0,0
4,42,segment,4,1,1,0.059963,0.116238,0.058375,28,0.846092,4.0,0
4,42,segment,5,1,1,-0.067822,-0.154884,-0.242425,32,0.846092,4.0,0
6,42,circle,0,2,1,0.024671,-0.061602,-0.162176,9,0.261614,6.0,0
6,42,circle,1,2,1,0.086559,-0.006995,-0.101298,35,0.261614,6.0,0
6,42,circle,2,2,1,-0.091692,-0.1842,-0.283426,7,0.261614,6.0,0
6,42,circle,3,2,1,-0.093676,-0.190369,-0.293387,29,0.261614,6.0,0
6,42,circle,4,2,1,-0.027657,-0.123001,-0.226223,37,0.261614,6.0,0
6,42,circle,5,2,1,0.080344,-0.012092,-0.107782,36,0.261614,6.0,0
6,42,sphere,0,3,2,0.002291,-0.087332,-0.184283,29,0.261614,6.0,0
6,42,sphere,1,3,2,-0.002643,-0.096072,-0.191968,25,0.261614,6.0,0
6,42,sphere,2,3,2,-0.01883,-0.07165,-0.164072,29,0.261614,6.0,0
6,42,sphere,3,3,2,-0.090954,-0.184462,-0.280457,17,0.261614,6.0,0
6,42,sphere,4,3,2,-0.094155,-0.189342,-0.288673,7,0.261614,6.0,0
6,42,sphere,5,3,2,0.053468,-0.036169,-0.130234,40,0.261614,6.0,0
6,42,mobius,0,3,2,-0.091136,-0.188466,-0.283613,29,0.261614,6.0,0
6,42,mobius,1,3,2,0.035085,-0.058328,-0.158037,16,0.261614,6.0,0
6,42,mobius,2,3,2,0.094648,0.005595,-0.096496,30,0.261614,6.0,0
6,42,mobius,3,3,2,-0.09077,-0.188035,-0.286467,29,0.261614,6.0,0
6,42,mobius,4,3,2,-0.094661,-0.18856,-0.283372,7,0.261614,6.0,0
6,42,mobius,5,3,2,0.036568,-0.059828,-0.156117,36,0.261614,6.0,0
6,42,swiss_roll,0,3,2,0.314943,0.220015,0.119378,22,0.261614,6.0,0
6,42,swiss_roll,1,3,2,-0.075577,-0.170872,-0.27459,37,0.261614,6.0,0
6,42,swiss_roll,2,3,2,-0.092815,-0.187413,-0.287418,29,0.261614,6.0,0
6,42,swiss_roll,3,3,2,0.286035,0.251503,0.184581,6,0.261614,6.0,0
6,42,swiss_roll,4,3,2,0.280617,0.185576,0.089018,18,0.261614,6.0,0
6,42,swiss_roll,5,3,2,0.429417,0.333565,0.23397,39,0.261614,6.0,0
6,42,helix,0,3,1,-0.061869,-0.160553,-0.259413,19,0.261614,6.0,0
6,42,helix,1,3,1,0.130276,0.12012,0.026171,7,0.261614,6.0,0
6,42,helix,2,3,1,-0.091993,-0.187347,-0.285538,29,0.261614,6.0,0
6,42,helix,3,3,1,0.520564,0.430243,0.326318,7,0.261614,6.0,0
6,42,helix,4,3,1,-0.089398,-0.184279,-0.287033,29,0.261614,6.0,0
6,42,helix,5,3,1,-0.095971,-0.192722,-0.289156,29,0.261614,6.0,0
6,42,flat_disk,0,2,2,-0.047489,-0.136191,-0.234039,19,0.261614,6.0,0
6,42,flat_disk,1,2,2,0.006488,-0.082807,-0.178542,4,0.261614,6.0,0
6,42,flat_disk,2,2,2,0.018683,-0.07161,-0.165736,28,0.261614,6.0,0
6,42,flat_disk,3,2,2,0.045006,-0.039526,-0.12655,23,0.261614,6.0,0
6,42,flat_disk,4,2,2,0.100415,0.005486,-0.093528,24,0.261614,6.0,0
6,42,flat_disk,5,2,2,0.03449,-0.059737,-0.157582,33,0.261614,6.0,0
6,42,segment,0,1,1,-0.094162,-0.189625,-0.290566,29,0.261614,6.0,0
6,42,segment,1,1,1,-0.094523,-0.191086,-0.28437,29,0.261614,6.0,0
6,42,segment,2,1,1,-0.099297,-0.194852,-0.29426,7,0.261614,6.0,0
6,42,segment,3,1,1,-0.093855,-0.19006,-0.29391,29,0.261614,6.0,0
6,42,segment,4,1,1,-0.092325,-0.186437,-0.286915,7,0.261614,6.0,0
6,42,segment,5,1,1,-0.088897,-0.187827,-0.282678,29,0.261614,6.0,0
8,42,circle,0,2,1,-0.056743,-0.183125,-0.320783,7,0.089019,8.0,0
8,42,circle,1,2,1,0.030643,-0.04793,-0.185206,35,0.089019,8.0,0
8,42,circle,2,2,1,-0.059919,-0.182522,-0.326694,7,0.089019,8.0,0
8,42,circle,3,2,1,-0.060049,-0.180213,-0.316103,7,0.089019,8.0,0
8,42,circle,4,2,1,0.133416,0.069605,-0.059509,10,0.089019,8.0,0
8,42,circle,5,2,1,-0.060618,-0.188365,-0.326721,7,0.089019,8.0,0
8,42,sphere,0,3,2,-0.059219,-0.183864,-0.322458,7,0.089019,8.0,0
8,42,sphere,1,3,2,-0.062222,-0.18319,-0.317842,7,0.089019,8.0,0
8,42,sphere,2,3,2,-0.061928,-0.178842,-0.202879,7,0.089019,8.0,0
8,42,sphere,3,3,2,-0.058494,-0.190643,-0.330676,7,0.089019,8.0,0
8,42,sphere,4,3,2,-0.060195,-0.177542,-0.313656,7,0.089019,8.0,0
8,42,sphere,5,3,2,-0.060922,-0.181991,-0.32352,7,0.089019,8.0,0
8,42,mobius,0,3,2,0.092516,0.024834,-0.111763,26,0.089019,8.0,0
8,42,mobius,1,3,2,-0.057798,-0.188719,-0.325242,7,0.089019,8.0,0
8,42,mobius,2,3,2,-0.06254,-0.141821,-0.286376,15,0.089019,8.0,0
8,42,mobius,3,3,2,-0.059544,-0.179731,-0.318159,7,0.089019,8.0,0
8,42,mobius,4,3,2,-0.059578,-0.180394,-0.317439,7,0.089019,8.0,0
8,42,mobius,5,3,2,-0.061077,-0.18312,-0.318467,7,0.089019,8.0,0
8,42,swiss_roll,0,3,2,0.147368,0.086699,-0.038977,2,0.089019,8.0,0
8,42,swiss_roll,1,3,2,-0.059991,-0.160305,-0.279707,7,0.089019,8.0,0
8,42,swiss_roll,2,3,2,0.081294,0.020076,-0.104907,26,0.089019,8.0,0
8,42,swiss_roll,3,3,2,0.356352,0.292351,0.170576,6,0.089019,8.0,0
8,42,swiss_roll,4,3,2,0.226918,0.165114,0.041297,0,0.089019,8.0,0
8,42,swiss_roll,5,3,2,0.375905,0.313524,0.187099,2,0.089019,8.0,0
8,42,helix,0,3,1,-0.061627,-0.179294,-0.313463,7,0.089019,8.0,0
8,42,helix,1,3,1,-0.061922,-0.138029,-0.273116,27,0.089019,8.0,0
8,42,helix,2,3,1,-0.059218,-0.181364,-0.318235,7,0.089019,8.0,0
8,42,helix,3,3,1,0.157415,0.033279,-0.107273,7,0.089019,8.0,0
8,42,helix,4,3,1,-0.058169,-0.196605,-0.337031,7,0.089019,8.0,0
8,42,helix,5,3,1,-0.117432,-0.253379,-0.394912,17,0.089019,8.0,0
8,42,flat_disk,0,2,2,-0.061632,-0.145724,-0.277143,7,0.089019,8.0,0
8,42,flat_disk,1,2,2,-0.059679,-0.169257,-0.273327,7,0.089019,8.0,0
8,42,flat_disk,2,2,2,-0.061195,-0.182906,-0.319312,7,0.089019,8.0,0
8,42,flat_disk,3,2,2,-0.061283,-0.182151,-0.317503,7,0.089019,8.0,0
8,42,flat_disk,4,2,2,-0.059977,-0.181267,-0.316425,7,0.089019,8.0,0
8,42,flat_disk,5,2,2,-0.061057,-0.182447,-0.321987,7,0.089019,8.0,0
8,42,segment,0,1,1,-0.058881,-0.180479,-0.312108,7,0.089019,8.0,0
8,42,segment,1,1,1,0.033876,-0.032232,-0.164887,24,0.089019,8.0,0
8,42,segment,2,1,1,-0.05938,-0.186615,-0.319765,7,0.089019,8.0,0
8,42,segment,3,1,1,0.295105,0.232125,0.097929,14,0.089019,8.0,0
8,42,segment,4,1,1,-0.061048,-0.184624,-0.323778,7,0.089019,8.0,0
8,42,segment,5,1,1,-0.061165,-0.180599,-0.317114,7,0.089019,8.0,0
12,42,circle,0,2,1,-0.089916,-0.211601,-0.35122,34,0.053341,12.0,0
12,42,circle,1,2,1,-0.149364,-0.298802,-0.449431,41,0.053341,12.0,0
12,42,circle,2,2,1,-0.142336,-0.297188,-0.454244,41,0.053341,12.0,0
12,42,circle,3,2,1,-0.150715,-0.303122,-0.440546,41,0.053341,12.0,0
12,42,circle,4,2,1,-0.147621,-0.297329,-0.431562,41,0.053341,12.0,0
12,42,circle,5,2,1,-0.145394,-0.292723,-0.432479,41,0.053341,12.0,0
12,42,sphere,0,3,2,-0.134835,-0.261034,-0.382949,5,0.053341,12.0,0
12,42,sphere,1,3,2,-0.146955,-0.294395,-0.441786,41,0.053341,12.0,0
12,42,sphere,2,3,2,-0.148807,-0.299569,-0.435153,41,0.053341,12.0,0
12,42,sphere,3,3,2,-0.14255,-0.295122,-0.449122,41,0.053341,12.0,0
12,42,sphere,4,3,2,-0.145213,-0.303227,-0.455413,41,0.053341,12.0,0
12,42,sphere,5,3,2,0.086438,-0.024347,-0.163574,40,0.053341,12.0,0
12,42,mobius,0,3,2,-0.147922,-0.299813,-0.449223,41,0.053341,12.0,0
12,42,mobius,1,3,2,0.054187,-0.073814,-0.219252,16,0.053341,12.0,0
12,42,mobius,2,3,2,-0.141877,-0.288261,-0.427761,41,0.053341,12.0,0
12,42,mobius,3,3,2,-0.107486,-0.25321,-0.401425,15,0.053341,12.0,0
12,42,mobius,4,3,2,-0.138384,-0.290154,-0.431405,41,0.053341,12.0,0
12,42,mobius,5,3,2,-0.139803,-0.287271,-0.433143,41,0.053341,12.0,0
12,42,swiss_roll,0,3,2,-0.04139,-0.155166,-0.29879,39,0.053341,12.0,0
12,42,swiss_roll,1,3,2,0.15138,0.008868,-0.136506,25,0.053341,12.0,0
12,42,swiss_roll,2,3,2,0.233585,0.090697,-0.056944,18,0.053341,12.0,0
12,42,swiss_roll,3,3,2,-0.142316,-0.2902,-0.430957,41,0.053341,12.0,0
12,42,swiss_roll,4,3,2,-0.138418,-0.172796,-0.307144,25,0.053341,12.0,0
12,42,swiss_roll,5,3,2,-0.146058,-0.296458,-0.43493,41,0.053341,12.0,0
12,42,helix,0,3,1,-0.148222,-0.3024,-0.447794,41,0.053341,12.0,0
12,42,helix,1,3,1,-0.062462,-0.203343,-0.339305,7,0.053341,12.0,0
12,42,helix,2,3,1,-0.120607,-0.263913,-0.411894,31,0.053341,12.0,0
12,42,helix,3,3,1,-0.147831,-0.303189,-0.460615,41,0.053341,12.0,0
12,42,helix,4,3,1,-0.149739,-0.300744,-0.454066,41,0.053341,12.0,0
12,42,helix,5,3,1,-0.141956,-0.288926,-0.420466,41,0.053341,12.0,0
12,42,flat_disk,0,2,2,-0.146862,-0.290904,-0.428527,41,0.053341,12.0,0
12,42,flat_disk,1,2,2,-0.140547,-0.292348,-0.435399,41,0.053341,12.0,0
12,42,flat_disk,2,2,2,0.391845,0.248855,0.104669,41,0.053341,12.0,0
12,42,flat_disk,3,2,2,-0.124147,-0.267974,-0.419281,33,0.053341,12.0,0
12,42,flat_disk,4,2,2,-0.149535,-0.299213,-0.441511,41,0.053341,12.0,0
12,42,flat_disk,5,2,2,-0.147443,-0.301943,-0.43852,41,0.053341,12.0,0
12,42,segment,0,1,1,0.423219,0.279327,0.12822,15,0.053341,12.0,0
12,42,segment,1,1,1,0.480109,0.338093,0.191705,24,0.053341,12.0,0
12,42,segment,2,1,1,0.102836,-0.042228,-0.189327,4,0.053341,12.0,0
12,42,segment,3,1,1,0.433433,0.35648,0.209855,3,0.053341,12.0,0
12,42,segment,4,1,1,0.399748,0.259654,0.107006,9,0.053341,12.0,0
12,42,segment,5,1,1,0.434285,0.294329,0.141502,9,0.053341,12.0,0
16,42,circle,0,2,1,-0.08861,-0.191485,-0.328077,7,0.032379,16.0,0
16,42,circle,1,2,1,0.132464,0.028873,-0.083469,28,0.032379,16.0,0
16,42,circle,2,2,1,-0.06298,-0.153759,-0.267937,13,0.032379,16.0,0
16,42,circle,3,2,1,-0.086694,-0.18831,-0.298925,7,0.032379,16.0,0
16,42,circle,4,2,1,0.267925,0.184059,0.088728,10,0.032379,16.0,0
16,42,circle,5,2,1,0.095616,0.004121,-0.098247,34,0.032379,16.0,0
16,42,sphere,0,3,2,-0.089526,-0.195745,-0.328934,7,0.032379,16.0,0
16,42,sphere,1,3,2,-0.085366,-0.18194,-0.318679,7,0.032379,16.0,0
16,42,sphere,2,3,2,-0.089623,-0.185965,-0.338504,7,0.032379,16.0,0
16,42,sphere,3,3,2,-0.05916,-0.168018,-0.266674,7,0.032379,16.0,0
16,42,sphere,4,3,2,-0.085962,-0.187056,-0.32269,7,0.032379,16.0,0
16,42,sphere,5,3,2,0.022331,-0.079279,-0.236231,40,0.032379,16.0,0
16,42,mobius,0,3,2,-0.085864,-0.171972,-0.263147,4,0.032379,16.0,0
16,42,mobius,1,3,2,-0.08778,-0.188469,-0.31995,7,0.032379,16.0,0
16,42,mobius,2,3,2,-0.065112,-0.095768,-0.167967,15,0.032379,16.0,0
16,42,mobius,3,3,2,-0.08615,-0.189364,-0.325882,7,0.032379,16.0,0
16,42,mobius,4,3,2,-0.087873,-0.190709,-0.349131,7,0.032379,16.0,0
16,42,mobius,5,3,2,-0.087067,-0.205362,-0.339142,7,0.032379,16.0,0
16,42,swiss_roll,0,3,2,0.197359,0.113991,0.013029,6,0.032379,16.0,0
16,42,swiss_roll,1,3,2,-0.089875,-0.192832,-0.328735,7,0.032379,16.0,0
16,42,swiss_roll,2,3,2,-0.085113,-0.185482,-0.317505,7,0.032379,16.0,0
16,42,swiss_roll,3,3,2,-0.071911,-0.158308,-0.262653,6,0.032379,16.0,0
16,42,swiss_roll,4,3,2,-0.088796,-0.193033,-0.312712,7,0.032379,16.0,0
16,42,swiss_roll,5,3,2,-0.084852,-0.172923,-0.279298,7,0.032379,16.0,0
16,42,helix,0,3,1,-0.08641,-0.186796,-0.324918,7,0.032379,16.0,0
16,42,helix,1,3,1,-0.085535,-0.188769,-0.348832,7,0.032379,16.0,0
16,42,helix,2,3,1,-0.08649,-0.189061,-0.339282,7,0.032379,16.0,0
16,42,helix,3,3,1,-0.084721,-0.186635,-0.323597,7,0.032379,16.0,0
16,42,helix,4,3,1,-0.097585,-0.243819,-0.400519,40,0.032379,16.0,0
16,42,helix,5,3,1,-0.08344,-0.181183,-0.338751,7,0.032379,16.0,0
16,42,flat_disk,0,2,2,-0.05426,-0.132939,-0.217719,39,0.032379,16.0,0
16,42,flat_disk,1,2,2,0.031351,-0.052907,-0.160645,32,0.032379,16.0,0
16,42,flat_disk,2,2,2,-0.070394,-0.159848,-0.260569,29,0.032379,16.0,0
16,42,flat_disk,3,2,2,-0.084562,-0.186744,-0.323402,7,0.032379,16.0,0
16,42,flat_disk,4,2,2,-0.085629,-0.187893,-0.323465,7,0.032379,16.0,0
16,42,flat_disk,5,2,2,-0.0876,-0.185493,-0.324226,7,0.032379,16.0,0
16,42,segment,0,1,1,0.369078,0.280133,0.168501,27,0.032379,16.0,0
16,42,segment,1,1,1,0.181928,0.100069,0.007692,31,0.032379,16.0,0
16,42,segment,2,1,1,-0.090293,-0.194894,-0.328094,7,0.032379,16.0,0
16,42,segment,3,1,1,0.311426,0.222001,0.117166,14,0.032379,16.0,0
16,42,segment,4,1,1,0.439752,0.346543,0.247708,38,0.032379,16.0,0
16,42,segment,5,1,1,-0.08939,-0.193972,-0.302911,7,0.032379,16.0,0
